Name or Synonym,RID,Parent RID
c3 branch to right semispinalis cervicis,RID24278,RID24277
c3 branch to left semispinalis cervicis,RID24279,RID24277
c3 branch to semispinalis capitis,RID24280,RID24273
c3 branch to right semispinalis capitis,RID24281,RID24280
c3 branch to left semispinalis capitis,RID24282,RID24280
muscular branch of medial branch of posterior ramus of fourth cervical nerve,RID24283,RID24262
c4 branch to multifidus,RID24284,RID24283
c4 branch to right multifidus,RID24285,RID24284
c4 branch to left multifidus,RID24286,RID24284
c4 branch to semispinalis cervicis,RID24287,RID24283
c4 branch to right semispinalis cervicis,RID24288,RID24287
c4 branch to left semispinalis cervicis,RID24289,RID24287
c4 branch to semispinalis capitis,RID24290,RID24283
c4 branch to right semispinalis capitis,RID24291,RID24290
c4 branch to left semispinalis capitis,RID24292,RID24290
c4 branch to spinalis capitis,RID24293,RID24283
c4 branch to right spinalis capitis,RID24294,RID24293
c4 branch to left spinalis capitis,RID24295,RID24293
muscular branch of medial branch of posterior ramus of fifth cervical nerve,RID24296,RID24262
c5 branch to multifidus,RID24297,RID24296
c5 branch to right multifidus,RID24298,RID24297
c5 branch to left multifidus,RID24299,RID24297
c5 branch to semispinalis cervicis,RID24300,RID24296
c5 branch to right semispinalis cervicis,RID24301,RID24300
c5 branch to left semispinalis cervicis,RID24302,RID24300
c5 branch to semispinalis capitis,RID24303,RID24296
c5 branch to right semispinalis capitis,RID24304,RID24303
c5 branch to left semispinalis capitis,RID24305,RID24303
c5 branch to spinalis capitis,RID24306,RID24296
c5 branch to right spinalis capitis,RID24307,RID24306
c5 branch to left spinalis capitis,RID24308,RID24306
muscular branch of medial branch of posterior ramus of sixth cervical nerve,RID24309,RID24262
c6 branch to multifidus,RID24310,RID24309
c6 branch to right multifidus,RID24311,RID24310
c6 branch to left multifidus,RID24312,RID24310
c6 branch to semispinalis cervicis,RID24313,RID24309
c6 branch to right semispinalis cervicis,RID24314,RID24313
c6 branch to left semispinalis cervicis,RID24315,RID24313
c6 branch to semispinalis capitis,RID24316,RID24309
c6 branch to right semispinalis capitis,RID24317,RID24316
c6 branch to left semispinalis capitis,RID24318,RID24316
c6 branch to spinalis capitis,RID24319,RID24309
c6 branch to right spinalis capitis,RID24320,RID24319
c6 branch to left spinalis capitis,RID24321,RID24319
muscular branch of medial branch of posterior ramus of seventh cervical nerve,RID24322,RID24262
c7 branch to multifidus,RID24323,RID24322
c7 branch to right multifidus,RID24324,RID24323
c7 branch to left multifidus,RID24325,RID24323
c7 branch to semispinalis cervicis,RID24326,RID24322
c7 branch to right semispinalis cervicis,RID24327,RID24326
c7 branch to left semispinalis cervicis,RID24328,RID24326
c7 branch to semispinalis thoracis,RID24329,RID24322
c7 branch to right semispinalis thoracis,RID24330,RID24329
c7 branch to left semispinalis thoracis,RID24331,RID24329
c7 branch to semispinalis capitis,RID24332,RID24322
c7 branch to right semispinalis capitis,RID24333,RID24332
c7 branch to left semispinalis capitis,RID24334,RID24332
c7 branch to spinalis capitis,RID24335,RID24322
c7 branch to right spinalis capitis,RID24336,RID24335
c7 branch to left spinalis capitis,RID24337,RID24335
muscular branch of medial branch of posterior ramus of eighth cervical nerve,RID24338,RID24262
c8 branch to multifidus,RID24339,RID24338
c8 branch to right multifidus,RID24340,RID24339
c8 branch to left multifidus,RID24341,RID24339
c8 branch to semispinalis cervicis,RID24342,RID24338
c8 branch to right semispinalis cervicis,RID24343,RID24342
c8 branch to left semispinalis cervicis,RID24344,RID24342
c8 branch to semispinalis thoracis,RID24345,RID24338
c8 branch to right semispinalis thoracis,RID24346,RID24345
c8 branch to left semispinalis thoracis,RID24347,RID24345
c8 branch to semispinalis capitis,RID24348,RID24338
c8 branch to right semispinalis capitis,RID24349,RID24348
c8 branch to left semispinalis capitis,RID24350,RID24348
c8 branch to spinalis capitis,RID24351,RID24338
c8 branch to right spinalis capitis,RID24352,RID24351
c8 branch to left spinalis capitis,RID24353,RID24351
muscular branch of medial branch of posterior ramus of thoracic nerve,RID24354,RID24261
muscular branch of medial branch of posterior ramus of first thoracic nerve,RID24355,RID24354
t1 branch to multifidus,RID24356,RID24355
t1 branch to right multifidus,RID24357,RID24356
t1 branch to left multifidus,RID24358,RID24356
t1 branch to semispinalis cervicis,RID24359,RID24355
t1 branch to right semispinalis cervicis,RID24360,RID24359
t1 branch to left semispinalis cervicis,RID24361,RID24359
t1 branch to semispinalis thoracis,RID24362,RID24355
t1 branch to right semispinalis thoracis,RID24363,RID24362
t1 branch to left semispinalis thoracis,RID24364,RID24362
t1 branch to semispinalis capitis,RID24365,RID24355
t1 branch to right semispinalis capitis,RID24366,RID24365
t1 branch to left semispinalis capitis,RID24367,RID24365
t1 branch to spinalis capitis,RID24368,RID24355
t1 branch to right spinalis capitis,RID24369,RID24368
t1 branch to left spinalis capitis,RID24370,RID24368
muscular branch of medial branch of posterior ramus of second thoracic nerve,RID24371,RID24354
t2 branch to multifidus,RID24372,RID24371
t2 branch to right multifidus,RID24373,RID24372
t2 branch to left multifidus,RID24374,RID24372
t2 branch to semispinalis cervicis,RID24375,RID24371
t2 branch to right semispinalis cervicis,RID24376,RID24375
t2 branch to left semispinalis cervicis,RID24377,RID24375
t2 branch to semispinalis thoracis,RID24378,RID24371
t2 branch to right semispinalis thoracis,RID24379,RID24378
t2 branch to left semispinalis thoracis,RID24380,RID24378
t2 branch to semispinalis capitis,RID24381,RID24371
t2 branch to right semispinalis capitis,RID24382,RID24381
t2 branch to left semispinalis capitis,RID24383,RID24381
t2 branch to spinalis capitis,RID24384,RID24371
t2 branch to right spinalis capitis,RID24385,RID24384
t2 branch to left spinalis capitis,RID24386,RID24384
muscular branch of medial branch of posterior ramus of third thoracic nerve,RID24387,RID24354
t3 branch to multifidus,RID24388,RID24387
t3 branch to right multifidus,RID24389,RID24388
t3 branch to left multifidus,RID24390,RID24388
t3 branch to semispinalis cervicis,RID24391,RID24387
t3 branch to right semispinalis cervicis,RID24392,RID24391
t3 branch to left semispinalis cervicis,RID24393,RID24391
t3 branch to semispinalis thoracis,RID24394,RID24387
t3 branch to right semispinalis thoracis,RID24395,RID24394
t3 branch to left semispinalis thoracis,RID24396,RID24394
t3 branch to semispinalis capitis,RID24397,RID24387
t3 branch to right semispinalis capitis,RID24398,RID24397
t3 branch to left semispinalis capitis,RID24399,RID24397
t3 branch to spinalis capitis,RID24400,RID24387
t3 branch to right spinalis capitis,RID24401,RID24400
t3 branch to left spinalis capitis,RID24402,RID24400
muscular branch of medial branch of posterior ramus of fourth thoracic nerve,RID24403,RID24354
t4 branch to multifidus,RID24404,RID24403
t4 branch to right multifidus,RID24405,RID24404
t4 branch to left multifidus,RID24406,RID24404
t4 branch to semispinalis cervicis,RID24407,RID24403
t4 branch to right semispinalis cervicis,RID24408,RID24407
t4 branch to left semispinalis cervicis,RID24409,RID24407
t4 branch to semispinalis thoracis,RID24410,RID24403
t4 branch to right semispinalis thoracis,RID24411,RID24410
t4 branch to left semispinalis thoracis,RID24412,RID24410
t4 branch to semispinalis capitis,RID24413,RID24403
t4 branch to right semispinalis capitis,RID24414,RID24413
t4 branch to left semispinalis capitis,RID24415,RID24413
t4 branch to spinalis thoracis,RID24416,RID24403
t4 branch to right spinalis thoracis,RID24417,RID24416
t4 branch to left spinalis thoracis,RID24418,RID24416
t4 branch to spinalis capitis,RID24419,RID24403
t4 branch to right spinalis capitis,RID24420,RID24419
t4 branch to left spinalis capitis,RID24421,RID24419
muscular branch of medial branch of posterior ramus of fifth thoracic nerve,RID24422,RID24354
t5 branch to multifidus,RID24423,RID24422
t5 branch to right multifidus,RID24424,RID24423
t5 branch to left multifidus,RID24425,RID24423
t5 branch to semispinalis cervicis,RID24426,RID24422
t5 branch to right semispinalis cervicis,RID24427,RID24426
t5 branch to left semispinalis cervicis,RID24428,RID24426
t5 branch to semispinalis thoracis,RID24429,RID24422
t5 branch to right semispinalis thoracis,RID24430,RID24429
t5 branch to left semispinalis thoracis,RID24431,RID24429
t5 branch to semispinalis capitis,RID24432,RID24422
t5 branch to right semispinalis capitis,RID24433,RID24432
t5 branch to left semispinalis capitis,RID24434,RID24432
t5 branch to spinalis thoracis,RID24435,RID24422
t5 branch to right spinalis thoracis,RID24436,RID24435
t5 branch to left spinalis thoracis,RID24437,RID24435
t5 branch to spinalis capitis,RID24438,RID24422
t5 branch to right spinalis capitis,RID24439,RID24438
t5 branch to left spinalis capitis,RID24440,RID24438
muscular branch of medial branch of posterior ramus of sixth thoracic nerve,RID24441,RID24354
t6 branch to multifidus,RID24442,RID24441
t6 branch to right multifidus,RID24443,RID24442
t6 branch to left multifidus,RID24444,RID24442
t6 branch to semispinalis thoracis,RID24445,RID24441
t6 branch to right semispinalis thoracis,RID24446,RID24445
t6 branch to left semispinalis thoracis,RID24447,RID24445
t6 branch to semispinalis capitis,RID24448,RID24441
t6 branch to right semispinalis capitis,RID24449,RID24448
t6 branch to left semispinalis capitis,RID24450,RID24448
t6 branch to spinalis thoracis,RID24451,RID24441
t6 branch to right spinalis thoracis,RID24452,RID24451
t6 branch to left spinalis thoracis,RID24453,RID24451
t6 branch to spinalis capitis,RID24454,RID24441
t6 branch to right spinalis capitis,RID24455,RID24454
t6 branch to left spinalis capitis,RID24456,RID24454
muscular branch of medial branch of posterior ramus of seventh thoracic nerve,RID24457,RID24354
t7 branch to multifidus,RID24458,RID24457
t7 branch to right multifidus,RID24459,RID24458
t7 branch to left multifidus,RID24460,RID24458
t7 branch to semispinalis thoracis,RID24461,RID24457
t7 branch to right semispinalis thoracis,RID24462,RID24461
t7 branch to left semispinalis thoracis,RID24463,RID24461
t7 branch to spinalis thoracis,RID24464,RID24457
t7 branch to right spinalis thoracis,RID24465,RID24464
t7 branch to left spinalis thoracis,RID24466,RID24464
medial branch of posterior ramus of seventh thoracic nerve to longissimus thoracis,RID24467,RID24457
medial branch of posterior ramus of right seventh thoracic nerve to right longissimus thoracis,RID24468,RID24467
medial branch of posterior ramus of left seventh thoracic nerve to left longissimus thoracis,RID24469,RID24467
muscular branch of medial branch of posterior ramus of eighth thoracic nerve,RID24470,RID24354
t8 branch to multifidus,RID24471,RID24470
t8 branch to right multifidus,RID24472,RID24471
t8 branch to left multifidus,RID24473,RID24471
t8 branch to semispinalis thoracis,RID24474,RID24470
t8 branch to right semispinalis thoracis,RID24475,RID24474
t8 branch to left semispinalis thoracis,RID24476,RID24474
t8 branch to spinalis thoracis,RID24477,RID24470
t8 branch to right spinalis thoracis,RID24478,RID24477
t8 branch to left spinalis thoracis,RID24479,RID24477
medial branch of posterior ramus of eighth thoracic nerve to longissimus thoracis,RID24480,RID24470
medial branch of posterior ramus of right eighth thoracic nerve to right longissimus thoracis,RID24481,RID24480
